Time,Normalized_Real,Normalized_LLM
00:00,0.3000289126165425,0.030719200716889487
00:15,0.2417218967346991,0.06409024373431299
00:30,0.1995307093718253,0.05636178589820009
00:45,0.1889829503317801,0.22939246860567436
01:00,0.1425948794779591,0.0806379018818349
01:15,0.1235925504067535,0.12907659931635995
01:30,0.103079252596924,0.12054934494629414
01:45,0.0729335667650112,0.12348502357868962
02:00,0.0676844014759217,0.08381686879868301
02:15,0.044737017031242,0.1310675084441309
02:30,0.0556142235073804,0.11579711378998547
02:45,0.0280493224877192,0.1278723223083193
03:00,0.049786956966247,0.02687524582253742
03:15,0.0187309260759508,0.12554486438705548
03:30,0.0124168951221452,0.11026636012342829
03:45,0.014742601917434,0.12393105210018615
04:00,0.01205026299338,0.06306843293961181
04:15,0.0080355996812141,0.12653423674382963
04:30,0.004175834839084,0.08916921105664159
04:45,0.0146674767235963,0.12822509032077564
05:00,0.0,0.06247643144744366
05:15,0.0208104353664468,0.12678157983302318
05:30,0.0002582901118378,0.09052757064483562
05:45,0.0022466515184642,0.12669642893346475
06:00,0.0170203162676233,0.10559522506193718
06:15,0.0423432516422814,0.1286548996233087
06:30,0.0412521224016121,0.12922257228703157
06:45,0.0333699474186051,0.1291049829495461
07:00,0.1283178799547904,0.18532485068181542
07:15,0.3368924084393551,0.5178796615049007
07:30,0.4476311056548803,0.56564526135244
07:45,0.5472680899742772,0.6309248806130687
08:00,0.5861408824867824,0.6723758317418229
08:15,0.7362548570157429,0.6998714626897148
08:30,0.8051515781242566,0.9228249013668748
08:45,0.8850000640429977,0.9880018327717434
09:00,0.9117827636185578,0.9202217167232307
09:15,0.8487809519652689,0.7318882009236852
09:30,0.8477688780126861,0.7348036055323762
09:45,0.7738327979840018,0.9943394925817345
10:00,0.787133887948364,0.8283966085613157
10:15,0.764500646253624,0.7327964771856422
10:30,0.8434605852608054,0.7355902376521066
10:45,0.7848149454334475,0.9301397691194181
11:00,0.8243535482448939,0.8409056811869232
11:15,0.8157902205149735,0.7462430166586438
11:30,0.8543704480093125,0.6659590675557496
11:45,0.8703468339065488,0.7329810927040957
12:00,0.8946199815673034,0.7844710808165136
12:15,0.9832767834821264,0.7614849531761653
12:30,0.940451453300634,0.6362877407219749
12:45,0.9319979791775992,0.8035091464123177
13:00,0.9205685949415048,0.9165318444090329
13:15,0.9236493704456712,0.8771799643988141
13:30,0.8374707930874873,0.9563256981360063
13:45,0.7647149495675312,0.5683173776766788
14:00,0.7743827083860491,0.7996115497058243
14:15,0.7031608473194713,0.7056090113980568
14:30,0.7259858320908017,0.8779382128853591
14:45,0.6991553290143823,0.7138680487473057
15:00,0.7325134861682602,0.9004018311498213
15:15,0.7196806438310369,0.8173310464234598
15:30,0.774493204401098,0.925768689608752
15:45,0.7968302784788884,0.8184866657746098
16:00,0.8691264651412192,0.8260732054447926
16:15,0.9094336652177822,0.9132190689357359
16:30,0.9185754720837216,0.9020764655078044
16:45,0.8950160893668969,0.9656882422826931
17:00,1.0,0.7970691871332944
17:15,0.9016831419956172,0.8225576897344516
17:30,0.9191786276438064,0.9018412868328334
17:45,0.9418003813868552,0.8290129388819284
18:00,0.9234254686292298,0.4710547763572454
18:15,0.9708074367767612,0.5619472794287602
18:30,0.9349953536085872,0.7633494309081551
18:45,0.9604602257072372,0.6343742017103178
19:00,0.9732677113941016,0.5554683716390459
19:15,0.9498934586356444,0.9440297179235576
19:30,0.8619244226107343,0.7598298603930732
19:45,0.8104871298415539,0.5655917474486344
20:00,0.8121768799264912,0.5695540931226465
20:15,0.8139569465293804,0.6160627035005137
20:30,0.8185730271123712,0.5534119154492123
20:45,0.833859153026446,0.6059702945004691
21:00,0.8405728439833614,0.6910684815972693
21:15,0.823736788512582,0.7666784256004157
21:30,0.8377982376740933,0.6307573158814542
21:45,0.832118916378384,0.5186744032341125
22:00,0.796245916810167,0.5292574436078036
22:15,0.755040615408376,0.4155282802356657
22:30,0.6828437958132194,0.2251146496040484
22:45,0.6782517807327082,0.18186610223784672
23:00,0.6713753311082492,0.04519890844656377
23:15,0.5498550344520906,0.10463018153360827
23:30,0.4304476528312332,0.03792458874142916
23:45,0.3596367129886209,0.049456453424485354
